# Black Desert Online PvE Gear Stats Database
# Verified for current guides/patch state on 2026-09-08.
# Format: pipe-delimited UTF-8 text. First non-comment line is the column header.
#
# IMPORTANT FIELD DEFINITIONS
# ap_min/ap_max      = AP range printed on weapon item.
# sheet_ap           = single displayed AP value on accessories/reform bonuses.
# sheet_dp           = displayed DP.
# monster_ap         = Extra AP Against Monsters; this is NOT sheet AP.
# monster_dr         = Monster Damage Reduction; this is NOT sheet DP.
# evasion / damage_reduction = visible component.
# hidden_evasion / hidden_damage_reduction = value shown in parentheses by current item stat tables.
# delta_*            = increase from the previous enhancement of the SAME item/variant.
# blank               = stat not supplied/not applicable, NOT zero.
#
# SCOPE
# This file is the enhancement data for the current PvE progression systems:
# Sovereign weapons, Slumbering Origin armors, Edana armors,
# Kharazad/Ekleta/Apeiron accessories, and PvE artifacts.
# Legacy/transitional full Tuvala and Blackstar +0..PEN ladders are intentionally
# not mixed into this endgame table because the modern 2026 catch-up path skips
# most of those enhancement steps. PEN Blackstar is a Sovereign crafting gateway.
#
# SET EFFECT NOTE
# Slumbering Origin / Edana 'Ancient' set effects are account/equipment-set effects,
# not per-piece AP/DP and therefore are not added to individual rows.
# Relevant set effects include 2-set Monster DR +10 and 3-set Extra Monster AP +7.
#
# SOURCES
# SOV_BDF_2026       = https://www.blackdesertfoundry.com/sovereign-weapons-guide/
# PA_PATCH_2025_07_10= https://www.naeu.playblackdesert.com/News/Notice/Detail?groupContentNo=8804
# FG_BDF_2026        = https://www.blackdesertfoundry.com/fallen-god-armor-guide/
# LAB_BDF_2026       = https://www.blackdesertfoundry.com/labreska-helmet-guide/
# DAHN_BDF_2026      = https://www.blackdesertfoundry.com/dahns-gloves/
# ATOR_BDF_2026      = https://www.blackdesertfoundry.com/ators-shoes-guide/
# EDANA_BDF_2026     = https://www.blackdesertfoundry.com/edanas-defense-gear-guide/
# KHAR_BDF_2026      = https://www.blackdesertfoundry.com/kharazad-accessories-guide/
# EKLETA_GARMOTH_2026= https://garmoth.com/guides/post/ekleta-apeiron-accessories
# APEIRON_BDF_2026   = https://www.blackdesertfoundry.com/ekleta-apeiron-accessories-guide/
# ARTIFACT_BDF_2026  = https://www.blackdesertfoundry.com/artifacts-and-lightstones-guide/
#
category|slot|item|variant|enhancement|ap_min|ap_max|sheet_ap|sheet_dp|accuracy|monster_ap|monster_dr|evasion|hidden_evasion|damage_reduction|hidden_damage_reduction|max_hp|max_stamina|weight_lt|delta_ap_min|delta_ap_max|delta_sheet_ap|delta_sheet_dp|source_id|notes
accessory|ring|Ekleta Ring|standard|SEP (VII)|||29|4|22|||2|4|2|6||||||1|0|EKLETA_GARMOTH_2026|
accessory|ring|Ekleta Ring|standard|OCT (VIII)|||30|4|23|||2|5|2|7||||||1|0|EKLETA_GARMOTH_2026|
accessory|ring|Ekleta Ring|standard|NOV (IX)|||31|5|24|||3|5|2|8||||||1|1|EKLETA_GARMOTH_2026|
accessory|ring|Ekleta Ring|standard|DEC (X)|||32|6|26|||3|6|3|8||||||1|1|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|+0|||21|1|15|||1|0|0|1||||||||EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|PRI (I)|||22|1|16|||1|0|0|2||||||1|0|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|DUO (II)|||22|2|17|||1|1|1|2||||||0|1|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|TRI (III)|||23|2|18|||1|2|1|3||||||1|0|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|TET (IV)|||23|3|19|||2|2|1|4||||||0|1|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|PEN (V)|||24|3|20|||2|2|1|5||||||1|0|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|HEX (VI)|||24|4|21|||2|3|2|5||||||0|1|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|SEP (VII)|||25|4|22|||2|4|2|6||||||1|0|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|OCT (VIII)|||26|4|23|||2|5|2|7||||||1|0|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|NOV (IX)|||27|5|24|||3|5|2|8||||||1|1|EKLETA_GARMOTH_2026|
accessory|earring|Ekleta Earring|standard|DEC (X)|||28|6|26|||3|6|3|8||||||1|1|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|+0|||25|1|15|||1|0|0|1|||100|||||EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|PRI (I)|||26|1|16|||1|0|0|2|||100|||1|0|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|DUO (II)|||26|2|17|||1|1|1|2|||100|||0|1|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|TRI (III)|||27|2|18|||1|2|1|3|||100|||1|0|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|TET (IV)|||27|3|19|||2|2|1|4|||100|||0|1|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|PEN (V)|||28|3|20|||2|2|1|5|||100|||1|0|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|HEX (VI)|||28|4|21|||2|3|2|5|||100|||0|1|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|SEP (VII)|||29|4|22|||2|4|2|6|||100|||1|0|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|OCT (VIII)|||30|4|23|||2|5|2|7|||100|||1|0|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|NOV (IX)|||31|5|24|||3|5|2|8|||100|||1|1|EKLETA_GARMOTH_2026|
accessory|belt|Ekleta Belt|standard|DEC (X)|||32|6|26|||3|6|3|8|||100|||1|1|EKLETA_GARMOTH_2026|
accessory|necklace|Apeiron Necklace|standard|+0|||24|0|10|||0|0|0|0||||||||APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|PRI (I)|||34|0|20|||0|0|0|0||||||10|0|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|DUO (II)|||38|0|24|||0|0|0|0||||||4|0|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|TRI (III)|||40|0|26|||0|0|0|0||||||2|0|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|TET (IV)|||42|0|28|||0|0|0|0||||||2|0|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|PEN (V)|||45|2|31|||1|2|1|1||||||3|2|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|HEX (VI)|||46|3|33|||1|4|2|2||||||1|1|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|SEP (VII)|||47|4|35|||2|5|2|3||||||1|1|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|OCT (VIII)|||48|4|37|||2|7|2|5||||||1|0|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|NOV (IX)|||49|5|39|||2|8|3|5||||||1|1|APEIRON_BDF_2026|
accessory|necklace|Apeiron Necklace|standard|DEC (X)|||50|6|41|||3|8|3|6||||||1|1|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|+0|||14|0|4|||0|0|0|0||||||||APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|PRI (I)|||17|0|10|||0|0|0|0||||||3|0|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|DUO (II)|||19|0|13|||0|0|0|0||||||2|0|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|TRI (III)|||20|0|13|||0|0|0|0||||||1|0|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|TET (IV)|||22|0|14|||0|0|0|0||||||2|0|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|PEN (V)|||22|2|17|||1|2|1|1||||||0|2|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|HEX (VI)|||23|3|19|||1|4|2|2||||||1|1|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|SEP (VII)|||24|4|21|||2|5|2|3||||||1|1|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|OCT (VIII)|||26|4|23|||2|7|2|5||||||2|0|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|NOV (IX)|||27|5|24|||2|8|3|5||||||1|1|APEIRON_BDF_2026|
accessory|earring|Apeiron Earring|standard|DEC (X)|||28|6|26|||3|8|3|6||||||1|1|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|+0|||16|0|5|||0|0|0|0||||||||APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|PRI (I)|||21|0|10|||0|0|0|0||||||5|0|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|DUO (II)|||23|0|12|||0|0|0|0||||||2|0|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|TRI (III)|||24|0|13|||0|0|0|0||||||1|0|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|TET (IV)|||25|0|14|||0|0|0|0||||||1|0|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|PEN (V)|||26|2|17|||1|2|1|1||||||1|2|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|HEX (VI)|||27|3|19|||1|4|2|2||||||1|1|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|SEP (VII)|||28|4|21|||2|5|2|3||||||1|1|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|OCT (VIII)|||30|4|23|||2|7|2|5||||||2|0|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|NOV (IX)|||31|5|24|||2|8|3|5||||||1|1|APEIRON_BDF_2026|
accessory|ring|Apeiron Ring|standard|DEC (X)|||32|6|26|||3|8|3|6||||||1|1|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|+0|||16|0|5|||0|0|0|0|||100|||||APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|PRI (I)|||21|0|10|||0|0|0|0|||100|||5|0|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|DUO (II)|||23|0|12|||0|0|0|0|||100|||2|0|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|TRI (III)|||24|0|13|||0|0|0|0|||100|||1|0|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|TET (IV)|||25|0|14|||0|0|0|0|||100|||1|0|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|PEN (V)|||26|2|17|||1|2|1|1|||100|||1|2|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|HEX (VI)|||27|3|19|||1|4|2|2|||100|||1|1|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|SEP (VII)|||28|4|21|||2|5|2|3|||100|||1|1|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|OCT (VIII)|||30|4|23|||2|7|2|5|||100|||2|0|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|NOV (IX)|||31|5|24|||2|8|3|5|||100|||1|1|APEIRON_BDF_2026|
accessory|belt|Apeiron Belt|standard|DEC (X)|||32|6|26|||3|8|3|6|||100|||1|1|APEIRON_BDF_2026|
artifact|artifact|Marsh's Artifact - Extra AP Against Monsters|standard|BASE||||||6|||||||||||||ARTIFACT_BDF_2026|Budget PvE artifact.
artifact|artifact|Kabua's Artifact|standard|BASE||||||7|20|||||100|75||||||ARTIFACT_BDF_2026|Base PvE BIS artifact.
artifact|artifact|Kabua's Heralding Artifact|standard|REFORMED||||||10|25|||||350|75||||||ARTIFACT_BDF_2026|Kabua + Heralding reform: +3 Monster AP, +5 Monster DR, +250 HP.
